"","GSM456661.CEL.gz","GSM456662.CEL.gz","GSM456663.CEL.gz","GSM456664.CEL.gz","GSM456665.CEL.gz","GSM456667.CEL.gz","GSM456668.CEL.gz","GSM456669.CEL.gz","GSM456670.CEL.gz","GSM456671.CEL.gz","GSM456672.CEL.gz","GSM456673.CEL.gz","GSM456676.CEL.gz","GSM456677.CEL.gz","GSM456678.CEL.gz"
"ENSMUST00000006760",10.9431342351413,10.9428107194927,10.7822200642959,9.99993974979686,10.3554655176234,11.0814106332088,11.1960499945693,11.1303614821267,10.7506135567274,10.8979675571745,11.1041503693247,9.2890493900098,9.78223154977741,9.04410449719203,10.0886133638024
"ENSMUST00000006761",7.18797296273671,6.83701762440518,6.78247437761314,5.39220894009668,5.71758448701054,4.44413718322444,4.90901916242853,4.73887533085174,4.52384242088774,4.28230876801655,4.25963934873137,4.45487408006977,4.24609178262063,4.60524818237765,4.44025809507821
"ENSMUST00000006764",6.87482619806223,7.05785503463292,6.91476687762176,8.52070831419855,8.42443126228351,9.68892918709048,9.89164661953634,9.34672444014886,10.0858768686361,10.3426293814148,10.3490713509701,8.20559175324077,8.9325683213283,8.10168680202335,9.16079872078408
"ENSMUST00000006785",5.04467462008096,5.00932045254291,4.93724893948961,5.29985865480757,5.14424231148444,5.00124067864945,5.08582447106225,4.9164959822502,4.96581025868125,5.0547270307859,5.10330876603636,5.11451762741898,4.99740912155076,4.81935596443259,4.58787527889577
"ENSMUST00000006828",6.39609711556867,6.31058304218717,6.32210021764527,6.52778554047317,6.42728298954199,6.39409818803148,6.29324583455745,6.25040228414541,6.4169957671063,6.48230173360022,6.39848441028583,6.40824590398953,6.40870793615741,6.23443554405589,6.43862478070185
"ENSMUST00000006838",9.28696365240378,9.1707508581975,9.08601620098702,8.93173308637598,8.92391871452053,9.28207346896802,9.72008788908093,9.11166540597207,10.0634576799215,10.0207548414586,9.94226806869861,9.30911777363415,9.28696365240378,8.52195837987442,9.51933862163107
"ENSMUST00000006898",10.938326426002,11.1954319474986,11.2503021707346,10.4328396053225,10.7379049399285,10.8940604577415,10.7813143134023,10.9677537970691,10.0731182780257,9.88720860784935,10.6015733674372,9.53091239546393,9.93197004976919,9.40446803219518,10.3905656981691
"ENSMUST00000006900",6.26620123644629,6.14283617678171,6.37093864113364,7.5786728661353,7.73587542725923,7.80894718788245,7.83575295266721,7.82780159305206,6.15737050060727,6.15139351934236,6.52148849579936,6.71274225532086,6.74247732226012,6.65224744396359,7.20771716775408
"ENSMUST00000006912",5.35408703741108,5.42447926152695,5.3321085405245,5.55323810713166,5.87532021476516,5.59130443064653,5.52340869870623,5.31489995160087,5.48789204200652,5.72972746996976,5.39483294980192,5.50106096074148,5.73122915883233,5.49936796424907,5.6996565808532
"ENSMUST00000006952",5.31957773552097,5.22457025785582,5.48654868807466,5.25930097938467,5.57981241425855,5.55492707118541,5.49556962811005,5.43913619276814,5.4701316805761,5.54023868428916,5.36509880709962,5.37102316822798,5.41619308354244,5.20229967715246,5.24793481243415
"ENSMUST00000006969",5.26352184364538,4.86414340092943,5.31363638112873,5.16159358552545,5.38422223441613,5.23665034888412,5.31290275255969,5.18408989030403,5.2744776897484,5.67608745444194,5.05159409266945,5.53339508046663,5.35023449647828,5.18558922874051,5.15485430099832
"ENSMUST00000007012",8.32329020396417,8.38601739882317,8.46893879693997,8.91852299245131,9.1703641083164,9.40184161388872,9.46273728537271,9.62609166887832,9.98821886425349,9.85113309551823,9.5450298223111,9.69686541874088,10.5610386564556,9.88867851999287,10.7540365699499
"ENSMUST00000007131",7.83376464102505,7.92358909761406,7.97918321700315,7.19849081343963,7.28455926601088,7.34856110468482,7.76889614545055,7.55023093422093,8.43817349973354,8.40034465430545,8.42721501063735,9.33414918373786,9.23516865742249,8.65216610281271,9.24267577955315
"ENSMUST00000007139",9.69515629860713,9.73990645604865,9.84135013596334,7.69872890337817,8.06964249806365,8.01447673219431,7.93687522726908,7.92867078817994,8.12683727737601,7.78962599450058,8.34029973264177,6.8838317458697,7.22499028448057,6.73793911940726,7.38369950001492
"ENSMUST00000007156",4.6700405577676,4.60673079590918,4.82734128652179,4.98877796431698,4.75326963255342,4.94200793729533,4.74605958030953,4.92305551974019,4.87885516378092,4.65026547765795,4.71052655532546,5.37471495524532,4.94132944566775,5.24943968599198,4.82734128652179
"ENSMUST00000007236",5.69258464821224,5.75869760233122,5.78899316745383,5.77740557109524,5.59995885140201,5.76040111748436,5.59371486623861,5.52153646354421,5.5509627103109,5.51096443967499,5.48388478721047,5.41233377375734,5.37984298067676,5.67250089326988,5.41948426295767
"ENSMUST00000007248",4.29953223772929,4.36242822480584,4.40805612829825,4.26886983796411,4.39145836338349,4.40805612829825,4.52261360332643,4.53754889871059,4.50659687941817,4.48114675857306,4.26817503780942,4.83582757397404,4.36862139730286,5.02658593636569,4.1328958491821
"ENSMUST00000007249",6.47501519863115,6.1739665033649,6.56061971284057,5.99263278707038,5.96265839908535,6.17534873027256,6.24798894022364,6.33977071084258,6.16723355212505,6.11184605458112,6.23744967335934,6.53003671638027,7.65239405954177,6.65439490942332,7.58078406224478
"ENSMUST00000007251",9.32932812915009,9.5240280979823,9.33982823559988,7.18638217874642,7.26108654925747,7.15920406177725,7.00447258439507,6.91622519939141,7.42515601421052,7.50573354440992,7.07971885631724,7.23188614575391,8.19101871210088,7.48838595101577,8.20942140745825
"ENSMUST00000007272",4.74705694495969,4.56127219997836,4.76710118133944,4.94174336264286,5.11430031088853,4.92415927576149,4.80647767474897,4.96936297361052,4.88417149059472,4.94632020528015,4.81906195141058,4.95053790962111,4.87860075546187,5.28307315708404,4.83950892385312
"ENSMUST00000007275",4.48327072004415,4.48061912133206,4.45899690441983,4.68159494947773,4.66501082991511,4.52568331296205,4.50644577057065,4.56556710970637,4.70372473876678,4.60211711023551,4.48524455451089,4.7589582226908,4.70849268769215,5.20327847414129,4.62665386528051
"ENSMUST00000007318",5.18485527917207,5.01395106727637,5.06003120996212,5.64871405775611,5.46133418396177,5.23801044633066,5.45447879970083,5.25564702396485,5.3790878169461,5.43130487905168,5.32087261673471,5.18251661488066,5.30629930435964,5.69918509192446,5.30629930435964
"ENSMUST00000007449",4.72551108264806,4.49827906037785,4.57150619736789,5.00309998316156,4.94066144540544,5.22756483682673,4.78349290643597,5.31676850118788,4.69312679977186,4.62585803110791,4.07222543297019,4.96705991858554,4.6224683813649,5.37921193674598,4.46803569141457
"ENSMUST00000007584",4.40875278528207,4.47901231488341,4.42691102464848,4.28216313564008,4.4080766915623,4.23828747900792,4.26627555503752,4.23222567999382,4.17998571543491,4.26627555503752,4.08889648394429,4.18833994424779,4.19590359199196,4.07144747911031,4.19512127672839
"ENSMUST00000008094",4.63986745772534,4.82060761755244,4.39879900391341,5.01214775960259,4.99687004633686,4.83329381474327,4.89801720581878,5.05347676529815,4.78243500624454,4.82060761755244,4.80118747356598,4.54345423219043,4.42775135980327,5.4872864742676,4.38244696515063
"ENSMUST00000008280",6.14892112345096,6.02794542376674,6.17324180264053,6.48312618106061,6.26881706392532,6.25291717977804,5.71493422665365,6.10954199020122,6.43082723478732,6.39859557091095,6.25291717977804,5.91156679330637,6.68710747854634,6.01973589688486,6.38296854996404
"ENSMUST00000008297",6.54455299043079,6.51622229653204,6.63106755148128,6.83573232323686,6.78211253938717,6.80052588943605,6.79721320533291,6.60498435759957,6.70753740245261,6.83014422573168,6.5813304341894,6.60083069439508,6.75854717776425,6.28312243482648,6.50308393216642
"ENSMUST00000008537",9.06787646632978,9.03292528461079,9.14518435928628,7.03669304757697,7.70572877286439,7.26233402052545,6.74156445785868,7.54481498355587,5.53111052724073,5.70912384141486,5.61926263380984,6.0824672420515,6.51681623999321,6.03215816030368,6.01942240362964
"ENSMUST00000008573",9.79312063586567,9.36341442220289,9.58250308171272,7.55701772934961,8.51711647048456,7.71652196264323,7.22309549247613,7.93264683864791,5.37864799290122,5.52608633178046,5.3990724804892,5.66349205911421,6.36120713356221,5.32337435699888,6.24409939922311
"ENSMUST00000008633",9.26084809964518,9.3031217719728,9.45055976720462,7.2331773415511,8.02159818755999,7.90413299063982,7.04329222212044,8.08395283499647,4.0069858712469,4.24879150188943,4.91835446600908,4.80773078541452,3.97360606044686,4.82671340071775,3.94347935857515
"ENSMUST00000008745",6.51476673130296,6.55232967757021,6.50008918419984,6.22124927863983,6.50008918419984,6.37200629824791,6.35502108358321,6.42279987900438,6.5381103402855,6.59410793642466,6.44673617674593,6.83203621297914,6.51821987007824,6.52868802773607,6.49058056583333
"ENSMUST00000008801",5.5686397993166,5.85591401548441,5.69072465775761,6.49490935306665,5.84924185395932,5.82990620355501,5.59127503517538,5.61112855165982,5.66233437419786,5.69452101727525,5.65419924617999,5.24049609349,5.84829932995014,5.42033573745339,5.53609998546436
"ENSMUST00000008878",5.66287256531011,5.40715753376444,5.44625634218832,5.56388668160733,5.59581854211704,5.36352570438615,5.33081053548312,5.45133287543865,5.3596140490596,5.67302314159366,5.41586455933424,5.29777494959131,5.62010229397286,5.12366298590161,5.5307020611053
"ENSMUST00000008966",4.37682200651731,4.61324696056162,4.64445145179083,5.45642798154966,5.13124615852288,6.1865617672224,6.00132860951253,5.86377107216583,5.51768260419433,5.74877971863699,5.50942534474209,4.86135217332073,6.13176413480892,5.4306976036687,6.13959254570633
"ENSMUST00000009058",8.9332483725447,8.56917934048117,8.92489313000759,5.52992859869853,6.2192047545504,5.40242552415658,5.26079942284641,5.04791000819306,6.09294523687167,5.85709505723444,6.09759153446191,4.2042656022265,4.49234342902701,3.66213581067042,3.83126452096157
"ENSMUST00000009356",3.52067934644712,3.80530952275908,3.86049811424566,3.63407502626858,3.60007510708973,3.2626769993188,3.67201269217481,3.22332233451738,3.39510120669791,3.46078404507038,3.75916301400547,3.53564074709851,3.49328873266756,2.64737438092683,3.33986614922066
"ENSMUST00000009425",5.26550320149702,5.24978437336758,5.26579292030535,5.53937730484868,5.4518287926445,5.70607771213585,5.64649299872861,5.62677142637802,5.56437304033143,5.44223229206117,5.38368683917309,5.45043101496575,5.17990872035054,5.93599440572483,5.18777229167571
"ENSMUST00000009435",10.6005951950406,10.5148699433999,10.7095271278941,10.6827519464685,11.0877499021466,11.8442759135344,12.4921268747881,12.0185708142168,12.1734309498316,12.2963947587698,12.2189812403789,10.4144701161678,10.9297472931471,10.0232455855309,10.8844119379981
"ENSMUST00000009617",6.34891103162661,6.22243231990028,6.38259385224601,6.37838899810243,6.24948531158464,6.2608635313466,6.25193114554999,6.18690816023512,6.20266218584244,6.22962236635258,6.12218000297859,5.81757262950624,6.21403592744565,5.63907777135519,6.01882711126736
"ENSMUST00000009705",6.00576482176526,6.04578888223348,5.97786281391658,6.09299196884373,6.05722669502021,6.18676299845867,6.13125895663502,6.04029355618355,6.13015543363847,6.05607095510378,6.0579649843005,6.20399444666926,6.11051084309601,6.01089438105092,6.02615111106935
"ENSMUST00000009728",5.75967100335509,6.05785270065094,5.97660293599481,6.12677965688329,6.09708997707749,6.54707129981465,6.59869612545566,6.18588282596048,7.6247770053857,7.9980034223125,8.11962219750177,6.02324677145572,6.97395599431999,6.5352893235426,6.90415531626691
"ENSMUST00000009740",4.15883695412916,4.41447617794788,4.15170682839916,4.36060324371164,4.17146072293703,4.41144838834558,4.46085535675913,4.43068515322748,4.17440034585564,4.37744821727125,4.34209573545409,5.03022125162714,4.36060324371164,4.79689743256879,4.23890374875148
"ENSMUST00000009777",5.37104368456349,5.33683593082912,5.26991297253622,5.4686222329928,5.2598316317902,5.3496152864149,4.9989851973161,5.22062652278015,5.07262868385527,5.09197992258464,5.06298898196126,5.27457278322132,5.10523264977022,5.35879458128675,5.18628447843737
"ENSMUST00000009831",6.04507557916669,5.92344766720029,6.04507557916669,6.04507557916669,6.04507557916669,6.04507557916669,5.89558031457021,6.15002752863104,6.09717894848104,6.03071171227414,5.92718410643286,6.0787908900342,6.09966727134229,6.15884924753022,6.03648547877449
"ENSMUST00000009885",10.0474493855887,10.1201711801629,10.3914013488316,9.47991706376083,9.97203358004431,8.88852383540925,8.47135995971101,9.08676210545381,7.85536813351148,7.85884249028171,8.11404655798189,7.41628305949677,7.61755575074085,6.89087850097891,7.75979036198308
"ENSMUST00000010007",6.91874409318179,6.70863245678772,6.97093320317327,6.97334809322961,6.54705058693002,7.09265226740551,7.48774748369173,7.44292181438682,8.10248778006138,8.48310204344029,7.88652772901558,7.70358645642022,9.69939815699637,9.0824991613784,9.99789519470241
"ENSMUST00000010038",8.42789326635366,8.32103849415975,8.38524507157293,7.62503555889336,7.69317054084819,7.23917296908743,6.64927111506057,7.42583489109581,7.46772573314979,7.63826073807999,7.13448551589759,7.57712936545335,7.7928036352995,6.810588392128,7.97516913734719
"ENSMUST00000010188",5.43575599993615,5.39037573436701,5.26399780547613,5.06238963152402,5.13630634482775,4.95762988668473,4.90781522107162,4.98072109127373,4.75049161873455,4.6308116859894,4.22216540564465,4.96467596845892,4.97287388216171,5.62630872909629,4.81975069228989
"ENSMUST00000010205",5.01430959633864,5.09187776722856,4.9740859593387,5.1345477345106,5.30133039247637,4.96163241942523,4.7244212522376,4.93643077746095,4.97328787665739,4.78551209215354,4.83118783798311,5.07703012962741,4.99995684565582,5.64930995368238,4.98931811209523
"ENSMUST00000010267",5.78286961644677,5.3647905550341,5.45146577932198,5.15142507216764,4.88975383800642,5.21517609420173,4.9610357627195,4.99923785987774,5.06493649842199,5.05302756587381,5.11260589013767,5.21524506094158,5.15712348246684,4.24581102745822,5.15142507216764
"ENSMUST00000010736",9.73902166298794,9.58855192967405,9.94208039802151,6.1327436042748,6.59082567818909,5.72540228111471,5.34752889875992,5.86840156042467,4.94836178301231,5.38582258190771,5.22708110327851,5.21192181008022,5.07581457868789,4.90843611066242,5.03048934035376
"ENSMUST00000010753",6.7701049880152,6.81558281814724,6.83794272708209,5.69662820208283,5.78432041409412,5.84315636450848,5.64295232543098,5.73863812858296,5.78754208429819,5.81275434556016,5.79125625512274,5.54333534199689,5.43384842545366,5.6784054877699,5.66820788437176
"ENSMUST00000010795",5.45495593271068,5.27253316988958,5.27118889576097,5.20308233413097,5.16623466899347,5.2302917218783,5.15483687607748,4.9207427613593,6.28955512671288,6.41040986104127,6.60943491677843,6.67224457958498,6.26877870933988,6.28191698338863,6.48112916670436
"ENSMUST00000010807",6.05700407867893,5.88815645895836,5.77039512745925,5.896876467959,5.71044695263695,6.21446653785556,6.11288408369294,5.85840549560265,6.0045001633917,6.30153450913625,6.38803072482344,5.91927050673497,6.60811404268578,6.02457522170021,6.5323323728617
"ENSMUST00000010940",6.97225058896397,7.34766663364675,7.07789481321757,5.7401921833812,5.87980393699624,5.86512345447777,5.77406422571224,5.74149829566463,5.8087844395392,5.76151709645753,6.141227472368,6.24870053194911,6.14589547327645,6.15270233861371,6.23609067507553
"ENSMUST00000010941",5.63578591596865,5.63653679044634,5.65292789083347,5.76706853618285,5.61584879577274,5.61584879577274,5.52171038853904,5.7307842483922,5.35733866825864,5.45947934222748,5.45557638527138,5.61584879577274,5.57731689247003,5.69695770426279,5.61584879577274
"ENSMUST00000010974",4.75305744177062,4.92658845380031,4.85966390856132,4.90000982483471,4.85578346622228,5.19618803910914,5.34656723424085,5.22495688039428,6.35736780220158,6.84712064062294,6.47361579107003,6.31694702864928,6.28335340847199,5.7222284708026,6.5259064993541
"ENSMUST00000011178",4.72364025911914,4.72096968983509,4.75363853955674,4.70992663596529,4.70105929243486,4.62622463218126,4.51641915256159,4.72084077505698,4.43268308073082,4.66316895364299,4.58423549791375,4.07779768759693,4.47809693261569,4.70064163725744,4.59439595787305
"ENSMUST00000011607",6.37321902108338,6.44027962221424,6.40078426880286,5.59988207180533,5.66687452355291,5.24597531109635,4.87713098348443,4.97593899943987,5.08212171233798,4.93523787057592,4.85767627574806,5.1059555498356,4.94896455865845,5.37810442752992,4.82621065097454
"ENSMUST00000011776",5.07401781302329,5.06459236169389,5.40591490820567,5.06249240970484,4.90697098856669,5.20837861236252,5.03470469699978,5.04428141838104,5.0229003846951,5.19495072300868,4.76520408565041,4.85952817190153,4.97692701181525,5.37810442752992,4.85558758964729
"ENSMUST00000011934",4.70830470335732,4.81261135695214,4.74988272604511,4.71692563001873,5.12877243844321,4.93489487282162,5.08369211347345,4.51832828292351,5.25082021533157,5.19811273118242,4.98880963694336,4.86153992222073,4.92548824078253,4.95187966574671,4.67415653340532
"ENSMUST00000012028",7.84923062954898,7.6552981040027,8.11483482078234,7.63008686142826,8.15157908177176,6.82380804145927,6.57922118929891,7.07946273003466,7.74667337504164,7.65813397884295,7.21006090975588,7.0897753932314,8.72949449294551,8.19483862245429,9.17068462168611
"ENSMUST00000012259",8.99059229421684,9.20411851553,9.09415056141821,8.09397159331866,8.48173996531617,6.86398802476231,6.65758806844764,7.46656715535136,6.8511152189643,6.5763463074999,6.60565037398815,6.55866829869229,6.61587685300032,6.31324045886159,6.85367241072616
"ENSMUST00000012627",7.81471730218494,8.08173371787339,8.33812313867195,5.6234333443579,5.85465727789767,6.29324487125269,6.33337035379164,6.42377481670779,6.39213084353825,6.53248666240196,6.59982106763747,6.88056370745461,6.62249951415406,7.02214831869127,6.42598667787505
"ENSMUST00000012734",8.50565645666239,8.51048557498843,8.84797720763257,6.68456925586369,6.73792305406309,7.7563200463063,7.93096063267534,7.76186704933061,8.21728510071843,7.50089893639981,7.80893900831704,6.29766797633366,7.70584644453896,7.11282373018681,7.76186704933061
"ENSMUST00000013299",5.0480087232307,5.23660556110543,5.23556026755143,4.98865068386217,5.11755070295593,5.28008244687293,5.19405165942401,5.23683221232301,5.48959193189405,5.20325629813874,5.21942480059402,5.15917840416546,5.19405165942401,5.73871377542552,5.02732897165132
"ENSMUST00000013458",5.22919880674114,5.57055219147653,5.68186254230132,5.99606749080189,5.84091293496092,5.59681157085667,5.60774289115216,5.60860320308458,5.5453577928228,5.29538959034038,5.38003579928623,5.35729355646616,5.96766435739268,6.08350194315004,5.42747881267274
"ENSMUST00000013771",4.84255706298078,4.57517618065857,4.4759438960452,4.90353541782156,4.98685766971912,5.26132038623178,5.00490228196105,5.38204476799952,5.27776005320532,5.55461463726847,5.30332412653306,4.55674049681295,4.53135463515321,5.16861316789099,4.35799154515197
"ENSMUST00000013787",4.80592178722353,4.92132934707973,4.90276661925258,4.77607614161803,4.87254883390927,5.0447746537591,4.92132934707973,4.85718517664315,4.92618554403178,5.28813176024891,5.09262933597798,5.36237671761954,4.71776390552227,4.85070992111934,4.97042134227964
"ENSMUST00000013797",4.93122201306473,5.2333808556901,4.92047109892096,5.19165352982684,5.22528296491657,4.74523168047306,5.07166941560437,5.16389004996109,5.2274720372318,4.92937076451975,4.95213961191388,4.88495761764353,5.07166941560437,4.95827144383503,5.07166941560437
"ENSMUST00000013949",12.0982155235029,12.1601372973961,11.9996142743484,9.16288432396462,10.1785557882118,9.49234946692657,8.77020971688899,9.80542928106362,7.60067859948084,7.55005127800214,7.61667993564549,7.34592083591324,7.05765624895023,6.77666727449904,6.97799550525861
"ENSMUST00000013966",7.62162566611074,7.70303056383917,8.03134465650403,7.76677124054835,7.71605269974691,8.55536936396502,8.3558632233513,8.3624116850045,8.1110005505927,8.33101408834786,8.875894091621,6.74909633434873,6.87641448246751,6.53211639873077,7.11298783501899
"ENSMUST00000014058",4.33778979259395,4.16513214232713,4.14042377696425,4.28525698433618,4.51671341051983,4.4106316136069,4.37355933799942,4.54340272950006,4.42256186051454,4.30241515143103,4.61603377584886,4.90610147308933,4.27193284436314,4.49551405206776,4.41972136575505
"ENSMUST00000014080",4.79541808492984,4.6252295477231,4.81109511663188,4.94574432589018,4.75193587674579,4.94574432589018,5.01684147083412,5.02396122899495,4.96758541556313,4.94574432589018,5.01690052255976,4.91530424481242,5.09249306170598,5.54385828088383,4.91501889192915
"ENSMUST00000014248",3.54575345553126,3.17441800109029,3.35099097203472,3.39169616954942,3.16389052194084,3.67119767382083,3.29461922301588,3.01705062833326,3.06974519259404,3.31040280927172,3.66006138113601,3.2382314481513,3.20835189718813,3.16658466171152,3.20489369543318
"ENSMUST00000014263",6.09436405667679,5.96579391079968,5.95962056618152,5.97715027039142,6.07518643514513,6.78597805372081,6.72496349111424,6.34339989060829,6.07592360924791,6.24063086174762,6.33808649269933,5.81153208827686,6.06365707919298,5.33630456359454,6.09436405667679
"ENSMUST00000014421",9.76463385221267,9.67693701121251,9.97624141012462,6.94371802941764,7.67918150273526,7.11355981508669,6.94105949094023,7.19619932734614,6.59198284630337,6.22747869783093,6.58961024041612,5.53943017441976,6.39382170787658,5.79535204241445,6.21776072367991
"ENSMUST00000014457",9.21611112773927,9.0484179808316,9.20520668026955,7.65077569898117,7.84914577407977,8.75485534997524,9.40141274416644,8.76198721024795,10.1777654461847,10.1796102446863,10.3463264577807,10.5854227179606,10.4431190609038,9.97140182789304,10.9924960320527
"ENSMUST00000014545",5.96683447289968,5.51740417213732,5.3264302740474,6.66183499105463,6.42036862149878,6.95485419306621,6.46195618190803,6.86286609383239,4.7585926977595,5.17267604072897,5.03424506903735,5.11102590971294,5.19282665334556,5.32315331420112,5.13073656354757
"ENSMUST00000014578",5.67638269494293,5.8766633652081,5.53241987260236,5.43007136878966,5.45211224003875,5.43007136878966,5.16690103051546,5.31226683624289,5.19126605075491,5.43007136878966,5.25885411981894,5.81025971747776,5.51288483779693,5.4733300749977,5.14106777844753
"ENSMUST00000014614",7.61967196632291,7.3885055411069,7.48982984130363,7.16520322409852,7.18055482519942,7.01619070338301,6.69051683636829,6.93987147642752,7.05479808645117,7.24942433071763,7.16567383760182,6.76116450968417,7.05479808645117,6.62299133653579,7.05479808645117
"ENSMUST00000014990",5.12761752439183,5.43877718777922,5.13009872808047,5.79849190128939,5.52221326445616,5.20224324131322,5.59363096173179,5.40943167180176,5.42651578015449,5.47273094953138,5.11086967608035,5.17085131415876,5.35812788562056,5.53535720898405,4.85944445848657
"ENSMUST00000015011",9.20737661560173,9.01874963396227,9.17698292638457,8.1214915322032,8.12535435205998,7.0033627657703,6.92850495513388,7.03950625273612,6.79939988385127,6.74938046648426,6.53214592646416,6.478307658739,6.91971216571258,6.22985344437958,7.01487110688281
"ENSMUST00000015227",5.51978681801906,5.59731991803673,5.48124313541665,5.79784660437525,5.63325327436859,5.39543023796757,5.37465645568616,5.2489856893417,5.48625308060247,5.30387055387175,5.41643619597379,5.38090960217616,5.59899432329443,5.49489814055534,5.69739424746654
"ENSMUST00000015234",5.07586971845025,5.05632571122083,5.29682662742398,5.33297592234085,5.17665403686116,5.28482337401224,5.03667894207454,5.3121186993776,5.24501167784642,5.49437617401196,5.16790323282574,5.1559240471356,5.230456173671,5.44562001754149,5.21348362205462
"ENSMUST00000015239",5.51987390301889,5.66477215088924,5.46317560774498,5.47591385659748,6.01323332542972,5.46317560774498,5.44511762524791,5.28557022718735,5.48775042958251,5.39006260929777,5.31818449141798,5.69782759413218,5.46589912009193,5.17136141752562,5.46317560774498
"ENSMUST00000015256",7.24134968830917,7.01521899261636,7.54027693577079,6.31022759834073,6.85901080463342,6.21999852121871,6.31566061270002,6.18411427306116,6.24033845262811,6.38248876377586,6.00149569267175,6.50229494555548,6.72263371650247,6.46782024752132,7.15974629219235
"ENSMUST00000015394",3.01499251289979,3.29211942659704,3.27822574432151,2.92203988894111,3.23053410032861,3.22113122187528,3.49777016103175,3.12953126054308,3.23053410032861,3.228550807407,3.53887975712836,3.79554192089297,3.01865656697713,2.66778404766198,3.22156482623957
"ENSMUST00000015435",6.33854763103602,6.83521196361597,6.5693952937302,5.55270628111798,5.65572440458773,5.86316663607312,5.5253205191574,5.58164028433155,5.84461039073671,5.75255179122371,5.81236938188803,6.82091989654413,7.76876079513119,6.3831286162767,7.18931004283808
"ENSMUST00000015449",9.85977911074292,9.7439074462674,9.69527879928367,7.31141278629347,7.7061212138276,7.53184376191368,7.43812643087821,7.0953278663905,7.06143624749518,7.02632996495576,5.91857040911221,8.35983664617584,8.18939543083613,7.25539447922338,8.29192499972993
"ENSMUST00000015498",5.58879326779742,6.32367453001261,6.10705574630933,5.5585158422514,5.84339321381069,5.91908302390317,6.70476679495922,5.05087741785472,5.02311636949603,5.08565930323976,5.50245932751884,4.77470832123639,5.05871301108548,4.66425669318732,5.18476815481725
"ENSMUST00000015545",5.93777136288316,6.12461024489647,6.22140794920036,3.95607397079996,3.58813120673568,4.96751915887116,5.42300294384619,4.55147680403056,3.13597853000275,3.51207294710135,3.77124806551241,3.36748766918884,3.72624480460847,2.8030288308307,3.46516142047757
"ENSMUST00000015583",5.33464410262489,4.93983908811739,5.26358646047447,5.48716122647525,5.40478521810538,5.26358646047447,5.48460512449301,5.18100323886891,5.18907872279403,5.15193269883099,4.97367044980614,5.22589549701081,5.31142125451025,5.40534236236007,5.34257396879788
"ENSMUST00000015596",5.44353751593177,5.3401010741095,5.47242575481561,5.44353751593177,5.59512338836851,5.41022478170726,5.3476635593795,5.71033637929583,5.48442501800629,5.51348923597662,5.37875045113974,5.23304071271114,5.40334091465861,6.17890762902965,5.36189071519352
"ENSMUST00000015663",5.57283379259856,5.72272968616431,5.66144309269166,6.039283810198,5.82906154799246,5.7634621909855,5.54623512243227,5.72462813319356,5.72771137622695,5.88051475049501,5.72462813319356,5.79405924342377,5.86486793914784,5.55427533834669,5.78082531249298
"ENSMUST00000015664",5.12279514003817,4.79178737159965,5.13374164219277,4.94409582597658,5.22949388135084,5.37760165335975,4.93534167405615,5.05138035699506,5.26276724304659,5.09284808516571,5.34677886494863,5.01564647678337,5.17818848050482,4.62149676907011,5.09933879031956
"ENSMUST00000015667",4.69152825946107,4.82087250212344,4.66643559105003,5.08622708394044,4.95886404936816,5.00043916982859,4.72226161829949,5.01959000138396,4.72627828162023,4.54950875374901,4.60017429559969,4.91433471224059,4.77569684513187,5.10678099020977,4.62152004200915
"ENSMUST00000015841",6.90836914265102,6.93050821349526,6.84243318292301,6.03540706129624,6.28961038129997,5.95173892861435,6.0462278254196,6.07688230210169,6.01661655299339,5.74033095422584,5.79975061162194,5.41916393451549,5.94308852560241,5.88861045932402,6.10914761245687
"ENSMUST00000015858",6.37916724423676,6.34555056343613,6.37942392020312,6.76474965074966,6.81489610045806,7.69402563984151,7.6515083631493,7.26254688736814,8.58013936964424,8.62920832467309,8.67905616571489,7.49126238769141,8.34537134030315,7.48399777571116,8.06005231671931
"ENSMUST00000015866",10.906930234592,11.0798353639018,10.7052485912077,9.19608198420479,9.42254752595654,8.10402508998944,7.86971029048065,7.9025601873652,5.48202904397424,5.51004822420111,5.69100423095114,4.5056235609326,4.61024318140113,5.51147993405809,4.96950579700268
"ENSMUST00000015920",7.47891387708904,7.42641692847771,7.73758297737363,5.39445052482769,5.45653139030118,5.76450849691932,5.85513021387271,5.77172478622151,5.72999075260604,5.79582485206227,6.10551754727726,5.09514625328993,5.14263239476341,4.83191071381685,5.32004217176498
"ENSMUST00000015941",3.94320501433263,4.03422203860313,3.59701874664593,5.16692590703888,5.36041960661776,6.2742563827256,5.69333009716586,5.93341338466467,8.03110383253697,7.70367922520535,8.47852620285949,3.92254261922073,3.75253503001099,4.81130629816544,3.850042139337
"ENSMUST00000015950",7.68070600764171,7.68642452053887,7.71314930031316,6.65461614881241,6.55446503120996,7.17234058302997,6.87660812182722,7.26927270332553,6.54765775711531,6.75731455601769,6.69963506646197,7.70068599005585,7.8127023040251,7.29265539575125,8.17915306642954
"ENSMUST00000015994",4.04275760468972,4.0188599160059,4.24642958721136,3.9875477976283,3.91712690887579,4.17423187247334,4.08406155504308,3.9875477976283,3.9875477976283,4.04657736286772,3.93851624709587,3.79986390025811,3.8391525735299,3.68738450454689,3.9184964444375
