"","GSM456661.CEL.gz","GSM456662.CEL.gz","GSM456663.CEL.gz","GSM456664.CEL.gz","GSM456665.CEL.gz","GSM456667.CEL.gz","GSM456668.CEL.gz","GSM456669.CEL.gz","GSM456670.CEL.gz","GSM456671.CEL.gz","GSM456672.CEL.gz","GSM456673.CEL.gz","GSM456676.CEL.gz","GSM456677.CEL.gz","GSM456678.CEL.gz"
"ENSMUST00000000687",5.6835656182281,5.63910871935858,5.48031052528474,5.81919342196436,5.87974239844354,5.6587159290508,5.52324553040448,5.87360093895214,5.46846950603701,5.45920596251706,5.06121772056889,5.76730432059011,5.6587159290508,6.18487649431184,5.732660366669
"ENSMUST00000000718",9.64362562211315,9.70670604340538,9.88108748905742,8.2271588610538,8.26110294267617,7.73563786672028,7.57982869430856,7.67116676012216,7.48205705730412,7.62598793757533,7.45799733932359,7.39169815494248,7.46313053130983,7.5923277178844,7.44119074235449
"ENSMUST00000000746",7.14382766379644,7.11546298525777,7.26203985334786,6.72094731072614,7.03979858865341,6.20764052770378,6.13977150433558,6.23050640043942,6.95912156678513,6.9202583630423,6.65849560214994,7.13669290202781,7.68578050097168,6.96766222301079,7.91902934722577
"ENSMUST00000000804",8.65135049768639,8.60718612841508,8.90805485522709,7.50761182121149,8.07625763370301,8.54907075235493,8.88589245457616,8.72780599062138,8.63764767869594,8.47956610405722,8.90665226318166,6.75827333335168,7.13196315028732,6.35346118362882,7.22155100044454
"ENSMUST00000000828",6.5120977428468,6.43643920634487,6.54605210533001,5.95269772761737,6.0773229955595,5.87317445323785,5.78925283026767,5.87317445323785,5.73344169318054,5.90896058286309,5.602074477757,5.50017091801055,5.45058820982508,5.69575859404682,5.53412084515516
"ENSMUST00000000894",7.98321276316204,8.11831611144921,8.22231418656393,8.74930351583907,8.6889821677554,8.34350382728219,7.4912790801855,8.18347231592879,6.5609399535562,6.64487996499134,6.70393559943077,6.32303951424539,6.5132552216944,6.04306800841255,6.7270242716228
"ENSMUST00000000910",6.05532849363716,5.90381123169336,6.00250689459121,6.63151927685694,6.456689880139,6.45104862084684,6.4244416819053,6.52141567920903,6.12306178778854,6.20550341176974,5.99799249366887,6.0787908900342,6.1158575026515,5.97294932315465,6.11302303971193
"ENSMUST00000000984",5.01825916180025,5.03511524905836,5.342156513677,5.3905656718403,5.11179554009465,5.51377833909038,5.62711449338856,5.09782182953566,6.33862407075226,5.89331355875221,6.13070760551848,6.00121329394757,6.38912271605533,6.03383957330082,6.0727622469554
"ENSMUST00000001046",5.09194690894625,5.21120171647494,5.14496328986303,4.80189358864584,5.16871982560703,5.00373623802845,4.68679412772119,4.88930544368049,4.8962498538021,4.94249220704484,4.53312867229851,4.8865227658984,4.97131654780193,5.06934280133317,4.99943586703129
"ENSMUST00000001047",5.81413711543866,5.96864428538923,5.7264587761468,5.69893200375555,5.99652941516396,5.79208186805052,6.0141446510828,5.70823878220249,5.83698754609663,5.76503533443772,6.16641495333482,5.53928319825438,5.62933905311732,5.82986427744653,5.88312863126161
"ENSMUST00000001049",4.99146925562445,5.14574148708098,5.14574148708098,5.34058931315619,5.30173852529774,5.31521272629479,5.16859308065036,5.16727614813653,5.14574148708098,5.26629971288216,5.1129990997995,5.13960932243233,5.08474913834217,4.87199494535371,5.12451332557367
